Date,Hour,Day_of_Week,Product_ID,Product,Current_Price,Competitor_Price,Demand,Inventory,Customer_Segment,Conversion_Rate,Promotion,Discount_Percent,Demand_Index,Revenue,Optimal_Price
2025-01-19,15,Sunday,P1447,Camera,36935,37415,351,112,Regular,0.155,1,23.53,0.702,12964185,40259.15
2025-01-19,16,Sunday,P1448,Headphones,4083,4125,264,190,Premium,0.063,0,0.0,0.528,1077912,4287.15
2025-01-19,17,Sunday,P1449,Mobile,20522,21461,100,809,Premium,0.069,0,0.0,0.2,2052200,20932.44
2025-01-19,18,Sunday,P1450,Headphones,18560,16705,237,284,Regular,0.105,1,29.8,0.474,4398720,18560.0
2025-01-19,19,Sunday,P1451,Laptop,27728,27625,332,999,New_Visitor,0.191,1,28.53,0.664,9205696,28005.28
2025-01-19,20,Sunday,P1452,Camera,20813,20218,283,704,New_Visitor,0.103,0,0.0,0.566,5890079,20188.61
2025-01-19,21,Sunday,P1453,Mobile,15917,17118,413,647,Price_Sensitive,0.131,0,0.0,0.826,6573721,17349.53
2025-01-19,22,Sunday,P1454,Laptop,47480,43074,410,297,Regular,0.173,0,0.0,0.82,19466800,49379.2
2025-01-19,23,Sunday,P1455,Headphones,13496,14087,321,966,Premium,0.134,1,8.47,0.642,4332216,14305.76
2025-01-20,0,Monday,P1456,Headphones,15034,16218,336,173,New_Visitor,0.106,1,24.69,0.672,5051424,16387.06
2025-01-20,1,Monday,P1457,Headphones,48357,45500,230,923,Premium,0.081,0,0.0,0.46,11122110,46906.29
2025-01-20,2,Monday,P1458,Headphones,45025,41163,333,909,Price_Sensitive,0.221,0,0.0,0.666,14993325,45475.25
2025-01-20,3,Monday,P1459,Camera,45595,41469,173,555,New_Visitor,0.167,0,0.0,0.346,7887935,45595.0
2025-01-20,4,Monday,P1460,Laptop,27556,27771,257,647,Price_Sensitive,0.233,0,0.0,0.514,7081892,28933.8
2025-01-20,5,Monday,P1461,Smartwatch,38044,34239,258,719,Regular,0.097,1,6.02,0.516,9815352,36902.68
2025-01-20,6,Monday,P1462,Smartwatch,12080,11928,393,710,Regular,0.185,1,6.73,0.786,4747440,12200.8
2025-01-20,7,Monday,P1463,Headphones,20124,21526,352,845,Regular,0.225,1,7.58,0.704,7083648,21331.44
2025-01-20,8,Monday,P1464,Camera,17089,15808,388,66,Regular,0.107,0,0.0,0.776,6630532,17772.56
2025-01-20,9,Monday,P1465,Smartwatch,25385,25845,250,291,Price_Sensitive,0.109,1,0.62,0.5,6346250,26654.25
2025-01-20,10,Monday,P1466,Mobile,31986,32098,474,670,New_Visitor,0.02,0,0.0,0.948,15161364,34864.74
2025-01-20,11,Monday,P1467,Headphones,22563,21644,162,654,Premium,0.144,1,21.25,0.324,3655206,22563.0
2025-01-20,12,Monday,P1468,Camera,12567,13754,392,107,Regular,0.177,1,13.85,0.784,4926264,13698.03
2025-01-20,13,Monday,P1469,Laptop,26082,27097,176,528,Regular,0.093,0,0.0,0.352,4590432,27386.1
2025-01-20,14,Monday,P1470,Laptop,19408,18019,79,281,New_Visitor,0.245,1,21.04,0.158,1533232,19408.0
2025-01-20,15,Monday,P1471,Headphones,18787,19020,192,211,Premium,0.085,0,0.0,0.384,3607104,19726.35
2025-01-20,16,Monday,P1472,Headphones,34419,37217,378,870,Price_Sensitive,0.211,0,0.0,0.756,13010382,36484.14
2025-01-20,17,Monday,P1473,Mobile,26900,29429,198,778,New_Visitor,0.144,0,0.0,0.396,5326200,27438.0
2025-01-20,18,Monday,P1474,Laptop,17876,19545,348,212,Premium,0.182,1,5.38,0.696,6220848,19484.84
2025-01-20,19,Monday,P1475,Camera,36031,34061,52,477,Premium,0.048,0,0.0,0.104,1873612,36031.0
2025-01-20,20,Monday,P1476,Mobile,19977,20667,494,859,Price_Sensitive,0.085,1,25.52,0.988,9868638,21175.62
2025-01-20,21,Monday,P1477,Camera,11942,10776,473,859,New_Visitor,0.055,0,0.0,0.946,5648566,12061.42
2025-01-20,22,Monday,P1478,Smartwatch,27000,26205,410,921,Premium,0.113,1,18.17,0.82,11070000,27270.0
2025-01-20,23,Monday,P1479,Camera,19988,19131,377,508,Price_Sensitive,0.173,0,0.0,0.754,7535476,20787.52
2025-01-21,0,Tuesday,P1480,Headphones,39700,40825,191,410,Price_Sensitive,0.038,1,23.56,0.382,7582700,41685.0
2025-01-21,1,Tuesday,P1481,Smartwatch,38123,41861,289,357,Price_Sensitive,0.114,1,2.03,0.578,11017547,40029.15
2025-01-21,2,Tuesday,P1482,Smartwatch,33469,31322,15,589,Premium,0.245,0,0.0,0.03,502035,33469.0
2025-01-21,3,Tuesday,P1483,Mobile,45005,45744,442,750,Premium,0.105,0,0.0,0.884,19892210,47705.3
2025-01-21,4,Tuesday,P1484,Mobile,23125,23046,217,533,New_Visitor,0.142,0,0.0,0.434,5018125,23125.0
2025-01-21,5,Tuesday,P1485,Mobile,32682,29916,166,514,Regular,0.026,0,0.0,0.332,5425212,32682.0
2025-01-21,6,Tuesday,P1486,Headphones,29767,27338,331,433,Premium,0.014,1,7.53,0.662,9852877,30957.68
2025-01-21,7,Tuesday,P1487,Mobile,12860,13391,57,345,Premium,0.136,0,0.0,0.114,733020,13503.0
2025-01-21,8,Tuesday,P1488,Mobile,29584,27655,92,173,Premium,0.047,1,22.1,0.184,2721728,29584.0
2025-01-21,9,Tuesday,P1489,Smartwatch,48494,51134,365,629,Regular,0.173,0,0.0,0.73,17700310,52858.46
2025-01-21,10,Tuesday,P1490,Laptop,37664,38288,314,156,New_Visitor,0.236,0,0.0,0.628,11826496,41053.76
2025-01-21,11,Tuesday,P1491,Laptop,16096,16473,425,819,Regular,0.244,0,0.0,0.85,6840800,17061.76
2025-01-21,12,Tuesday,P1492,Mobile,18985,18328,253,526,Premium,0.229,0,0.0,0.506,4803205,18985.0
2025-01-21,13,Tuesday,P1493,Headphones,4176,4186,420,941,Price_Sensitive,0.151,0,0.0,0.84,1753920,4426.56
2025-01-21,14,Tuesday,P1494,Laptop,26140,24791,221,512,New_Visitor,0.167,1,1.5,0.442,5776940,26140.0
2025-01-21,15,Tuesday,P1495,Headphones,38387,36455,375,88,Price_Sensitive,0.069,0,0.0,0.75,14395125,39922.48
2025-01-21,16,Tuesday,P1496,Smartwatch,28086,26487,170,350,New_Visitor,0.029,1,25.15,0.34,4774620,28086.0
2025-01-21,17,Tuesday,P1497,Camera,5783,6283,86,523,Regular,0.105,0,0.0,0.172,497338,6072.15
2025-01-21,18,Tuesday,P1498,Camera,45281,43392,499,740,Premium,0.059,1,10.01,0.998,22595219,45733.81
2025-01-21,19,Tuesday,P1499,Headphones,44303,47982,46,668,Regular,0.199,0,0.0,0.092,2037938,46518.15
2025-01-21,20,Tuesday,P1500,Smartwatch,20525,19492,197,761,Regular,0.13,0,0.0,0.394,4043425,19909.25
2025-01-21,21,Tuesday,P1501,Camera,6168,6518,27,885,Price_Sensitive,0.08,0,0.0,0.054,166536,6291.36
2025-01-21,22,Tuesday,P1502,Laptop,14016,13458,265,154,Premium,0.123,0,0.0,0.53,3714240,14016.0
2025-01-21,23,Tuesday,P1503,Headphones,3778,3612,12,993,Regular,0.167,0,0.0,0.024,45336,3664.66
2025-01-22,0,Wednesday,P1504,Smartwatch,5603,5621,211,879,Premium,0.189,1,24.79,0.422,1182233,5715.06
2025-01-22,1,Wednesday,P1505,Camera,17686,18767,138,215,New_Visitor,0.07,0,0.0,0.276,2440668,18570.3
2025-01-22,2,Wednesday,P1506,Laptop,33328,32353,61,875,Premium,0.209,0,0.0,0.122,2033008,32328.16
2025-01-22,3,Wednesday,P1507,Smartwatch,26647,27351,186,381,Regular,0.236,1,3.08,0.372,4956342,27979.35
2025-01-22,4,Wednesday,P1508,Laptop,17913,18104,44,58,Regular,0.135,1,26.53,0.088,788172,18808.65
2025-01-22,5,Wednesday,P1509,Headphones,25027,26270,322,914,Regular,0.081,0,0.0,0.644,8058694,26528.62
2025-01-22,6,Wednesday,P1510,Smartwatch,23699,24618,121,938,Premium,0.05,0,0.0,0.242,2867579,24172.98
2025-01-22,7,Wednesday,P1511,Mobile,42105,44542,103,681,Regular,0.03,0,0.0,0.206,4336815,44210.25
2025-01-22,8,Wednesday,P1512,Camera,31635,34107,471,653,Regular,0.162,0,0.0,0.942,14900085,34482.15
2025-01-22,9,Wednesday,P1513,Mobile,46813,47821,215,698,Price_Sensitive,0.068,0,0.0,0.43,10064795,49153.65
2025-01-22,10,Wednesday,P1514,Headphones,43870,44369,184,308,Regular,0.219,0,0.0,0.368,8072080,46063.5
2025-01-22,11,Wednesday,P1515,Mobile,9140,8598,363,518,Premium,0.219,0,0.0,0.726,3317820,9505.6
2025-01-22,12,Wednesday,P1516,Smartwatch,11299,11537,329,336,Premium,0.115,1,15.37,0.658,3717371,12315.91
2025-01-22,13,Wednesday,P1517,Smartwatch,16310,15345,314,122,Premium,0.196,0,0.0,0.628,5121340,16962.4
2025-01-22,14,Wednesday,P1518,Camera,32630,33025,126,435,Regular,0.071,0,0.0,0.252,4111380,34261.5
2025-01-22,15,Wednesday,P1519,Headphones,42556,42859,330,112,Premium,0.22,0,0.0,0.66,14043480,46386.04
2025-01-22,16,Wednesday,P1520,Headphones,44454,42547,208,737,Premium,0.054,1,26.48,0.416,9246432,43120.38
2025-01-22,17,Wednesday,P1521,Camera,4734,4332,39,76,New_Visitor,0.014,0,0.0,0.078,184626,4734.0
2025-01-22,18,Wednesday,P1522,Mobile,12499,11354,15,735,Price_Sensitive,0.14,1,2.0,0.03,187485,12124.03
2025-01-22,19,Wednesday,P1523,Laptop,11812,10805,331,352,Premium,0.247,0,0.0,0.662,3909772,12284.48
2025-01-22,20,Wednesday,P1524,Smartwatch,33902,30802,332,870,Price_Sensitive,0.094,0,0.0,0.664,11255464,34241.02
2025-01-22,21,Wednesday,P1525,Camera,27697,27001,69,903,Price_Sensitive,0.168,1,0.25,0.138,1911093,26866.09
2025-01-22,22,Wednesday,P1526,Camera,34165,35269,58,924,New_Visitor,0.162,0,0.0,0.116,1981570,34848.3
2025-01-22,23,Wednesday,P1527,Laptop,27031,28471,259,333,Premium,0.135,0,0.0,0.518,7001029,28382.55
2025-01-23,0,Thursday,P1528,Mobile,12263,11380,494,230,New_Visitor,0.181,0,0.0,0.988,6057922,12753.52
2025-01-23,1,Thursday,P1529,Headphones,36210,39037,422,461,Premium,0.072,0,0.0,0.844,15280620,39468.9
2025-01-23,2,Thursday,P1530,Smartwatch,16435,17336,499,504,Premium,0.162,0,0.0,0.998,8201065,17914.15
2025-01-23,3,Thursday,P1531,Mobile,36784,38375,63,547,New_Visitor,0.151,0,0.0,0.126,2317392,38623.2
2025-01-23,4,Thursday,P1532,Smartwatch,34222,36696,231,735,Regular,0.132,0,0.0,0.462,7905282,34906.44
2025-01-23,5,Thursday,P1533,Laptop,19445,18020,380,877,Price_Sensitive,0.168,1,8.16,0.76,7389100,19639.45
2025-01-23,6,Thursday,P1534,Laptop,37602,38630,460,241,Premium,0.088,0,0.0,0.92,17296920,40986.18
2025-01-23,7,Thursday,P1535,Headphones,45448,47217,278,942,New_Visitor,0.208,0,0.0,0.556,12634544,46356.96
2025-01-23,8,Thursday,P1536,Smartwatch,34498,36416,288,906,Regular,0.199,1,22.44,0.576,9935424,35187.96
2025-01-23,9,Thursday,P1537,Laptop,16399,15471,174,594,Regular,0.018,1,7.3,0.348,2853426,16399.0
2025-01-23,10,Thursday,P1538,Smartwatch,19759,17937,187,707,Regular,0.113,0,0.0,0.374,3694933,19166.23
2025-01-23,11,Thursday,P1539,Smartwatch,13242,14556,239,933,Regular,0.19,1,21.21,0.478,3164838,13506.84
2025-01-23,12,Thursday,P1540,Camera,28423,30714,454,818,Price_Sensitive,0.204,1,29.93,0.908,12904042,30128.38
2025-01-23,13,Thursday,P1541,Camera,45906,41685,262,800,Premium,0.241,1,25.48,0.524,12027372,44528.82
2025-01-23,14,Thursday,P1542,Camera,49553,47697,313,520,Price_Sensitive,0.014,0,0.0,0.626,15510089,51535.12
2025-01-23,15,Thursday,P1543,Mobile,17875,17192,192,226,New_Visitor,0.159,0,0.0,0.384,3432000,17875.0
2025-01-23,16,Thursday,P1544,Smartwatch,33096,32449,348,556,New_Visitor,0.248,1,13.27,0.696,11517408,34419.84
2025-01-23,17,Thursday,P1545,Mobile,33840,33090,285,67,Price_Sensitive,0.218,0,0.0,0.57,9644400,33840.0
2025-01-23,18,Thursday,P1546,Mobile,7338,7511,200,334,Premium,0.249,1,19.49,0.4,1467600,7704.9
2025-01-23,19,Thursday,P1547,Laptop,2717,2833,418,33,Price_Sensitive,0.238,1,10.87,0.836,1135706,2961.53
2025-01-23,20,Thursday,P1548,Mobile,7531,8196,286,959,Premium,0.023,0,0.0,0.572,2153866,7681.62
2025-01-23,21,Thursday,P1549,Laptop,13788,12601,415,870,Premium,0.163,0,0.0,0.83,5722020,13925.88
2025-01-23,22,Thursday,P1550,Headphones,10441,10607,218,112,Regular,0.051,0,0.0,0.436,2276138,10963.05
2025-01-23,23,Thursday,P1551,Laptop,9066,8470,216,799,New_Visitor,0.203,1,16.08,0.432,1958256,8794.02
2025-01-24,0,Friday,P1552,Mobile,5713,6149,331,824,Premium,0.076,1,17.5,0.662,1891003,6055.78
2025-01-24,1,Friday,P1553,Headphones,22939,23370,157,27,Premium,0.112,0,0.0,0.314,3601423,24085.95
2025-01-24,2,Friday,P1554,Headphones,29799,28286,439,849,Price_Sensitive,0.061,1,26.58,0.878,13081761,30096.99
2025-01-24,3,Friday,P1555,Camera,40650,38914,82,950,Price_Sensitive,0.017,1,18.68,0.164,3333300,39430.5
2025-01-24,4,Friday,P1556,Laptop,34498,36894,231,385,New_Visitor,0.093,0,0.0,0.462,7969038,36222.9
2025-01-24,5,Friday,P1557,Headphones,13732,14196,307,369,Premium,0.03,0,0.0,0.614,4215724,14967.88
2025-01-24,6,Friday,P1558,Mobile,17978,16938,299,782,New_Visitor,0.023,1,2.24,0.598,5375422,17438.66
2025-01-24,7,Friday,P1559,Smartwatch,20039,21934,135,827,New_Visitor,0.116,0,0.0,0.27,2705265,20439.78
2025-01-24,8,Friday,P1560,Camera,25185,25842,102,881,New_Visitor,0.041,0,0.0,0.204,2568870,25688.7
2025-01-24,9,Friday,P1561,Laptop,17920,16352,110,813,Regular,0.226,1,2.29,0.22,1971200,17382.4
2025-01-24,10,Friday,P1562,Mobile,24426,25435,311,115,Regular,0.043,0,0.0,0.622,7596486,26624.34
2025-01-24,11,Friday,P1563,Camera,20067,18759,352,164,Premium,0.12,0,0.0,0.704,7063584,20869.68
2025-01-24,12,Friday,P1564,Laptop,30634,27919,193,245,Premium,0.056,0,0.0,0.386,5912362,30634.0
2025-01-24,13,Friday,P1565,Mobile,28518,31322,410,418,Regular,0.085,0,0.0,0.82,11692380,31084.62
2025-01-24,14,Friday,P1566,Smartwatch,44356,46708,49,679,Regular,0.057,0,0.0,0.098,2173444,46573.8
2025-01-24,15,Friday,P1567,Laptop,946,957,47,230,New_Visitor,0.097,1,12.2,0.094,44462,993.3
2025-01-24,16,Friday,P1568,Headphones,33454,35209,327,507,Premium,0.224,1,15.3,0.654,10939458,36464.86
2025-01-24,17,Friday,P1569,Smartwatch,15023,14991,104,329,New_Visitor,0.243,1,22.25,0.208,1562392,15023.0
2025-01-24,18,Friday,P1570,Camera,15321,14192,129,239,Premium,0.077,0,0.0,0.258,1976409,15321.0
2025-01-24,19,Friday,P1571,Smartwatch,7401,7883,415,627,Premium,0.148,0,0.0,0.83,3071415,8067.09
2025-01-24,20,Friday,P1572,Laptop,26305,25004,403,406,New_Visitor,0.031,0,0.0,0.806,10600915,27357.2
2025-01-24,21,Friday,P1573,Smartwatch,12600,11781,354,146,Premium,0.071,0,0.0,0.708,4460400,13104.0
2025-01-24,22,Friday,P1574,Headphones,20442,20805,397,544,Premium,0.219,1,18.82,0.794,8115474,22281.78
2025-01-24,23,Friday,P1575,Smartwatch,836,777,490,916,Price_Sensitive,0.058,0,0.0,0.98,409640,844.36
2025-01-25,0,Saturday,P1576,Mobile,6350,5765,183,347,New_Visitor,0.232,1,17.7,0.366,1162050,6350.0
2025-01-25,1,Saturday,P1577,Smartwatch,26596,28045,198,291,Price_Sensitive,0.127,0,0.0,0.396,5266008,27925.8
2025-01-25,2,Saturday,P1578,Laptop,1370,1489,230,257,Regular,0.124,0,0.0,0.46,315100,1438.5
2025-01-25,3,Saturday,P1579,Smartwatch,14378,14799,476,647,Price_Sensitive,0.229,0,0.0,0.952,6843928,15672.02
2025-01-25,4,Saturday,P1580,Smartwatch,48074,49288,423,436,Premium,0.115,1,4.82,0.846,20335302,52400.66
2025-01-25,5,Saturday,P1581,Camera,47422,46938,274,819,Price_Sensitive,0.122,1,27.45,0.548,12993628,45999.34
2025-01-25,6,Saturday,P1582,Camera,16049,16676,116,251,Regular,0.104,1,3.76,0.232,1861684,16851.45
2025-01-25,7,Saturday,P1583,Laptop,43923,44418,222,872,New_Visitor,0.233,0,0.0,0.444,9750906,44801.46
2025-01-25,8,Saturday,P1584,Mobile,46169,41728,201,518,Regular,0.031,0,0.0,0.402,9279969,46169.0
2025-01-25,9,Saturday,P1585,Camera,27262,26130,158,134,Regular,0.17,1,7.96,0.316,4307396,27262.0
2025-01-25,10,Saturday,P1586,Laptop,9721,10068,495,47,Regular,0.159,0,0.0,0.99,4811895,10595.89
2025-01-25,11,Saturday,P1587,Headphones,32823,31841,186,318,New_Visitor,0.241,0,0.0,0.372,6105078,32823.0
2025-01-25,12,Saturday,P1588,Laptop,36444,35327,197,513,Price_Sensitive,0.085,0,0.0,0.394,7179468,36444.0
2025-01-25,13,Saturday,P1589,Camera,5391,5133,219,835,New_Visitor,0.14,1,28.17,0.438,1180629,5229.27
2025-01-25,14,Saturday,P1590,Mobile,48503,45578,420,156,Price_Sensitive,0.049,0,0.0,0.84,20371260,50443.12
2025-01-25,15,Saturday,P1591,Smartwatch,40946,40958,259,939,Regular,0.024,1,19.43,0.518,10605014,41764.92
2025-01-25,16,Saturday,P1592,Mobile,32454,35078,14,214,Regular,0.236,1,13.87,0.028,454356,34076.7
2025-01-25,17,Saturday,P1593,Laptop,45224,42957,184,181,Price_Sensitive,0.222,1,27.28,0.368,8321216,45224.0
2025-01-25,18,Saturday,P1594,Laptop,42729,40085,167,918,Regular,0.155,1,24.67,0.334,7135743,41447.13
2025-01-25,19,Saturday,P1595,Smartwatch,7089,7068,381,313,Premium,0.128,0,0.0,0.762,2700909,7372.56
2025-01-25,20,Saturday,P1596,Headphones,26401,27099,481,908,Regular,0.141,1,10.32,0.962,12698881,27985.06
2025-01-25,21,Saturday,P1597,Headphones,49742,54035,485,758,Regular,0.136,0,0.0,0.97,24124870,52726.52
2025-01-25,22,Saturday,P1598,Mobile,10877,10500,209,522,Price_Sensitive,0.202,0,0.0,0.418,2273293,10877.0
2025-01-25,23,Saturday,P1599,Smartwatch,34984,34731,65,462,Premium,0.15,0,0.0,0.13,2273960,34984.0
2025-01-26,0,Sunday,P1600,Camera,30709,32176,197,838,Regular,0.217,0,0.0,0.394,6049673,31323.18
2025-01-26,1,Sunday,P1601,Mobile,11456,11611,456,979,Premium,0.069,0,0.0,0.912,5223936,12143.36
2025-01-26,2,Sunday,P1602,Laptop,42074,46026,478,715,Price_Sensitive,0.045,0,0.0,0.956,20111372,44598.44
2025-01-26,3,Sunday,P1603,Laptop,43071,43274,287,571,Premium,0.157,0,0.0,0.574,12361377,45224.55
2025-01-26,4,Sunday,P1604,Mobile,7337,7920,344,228,Regular,0.125,0,0.0,0.688,2523928,7997.33
2025-01-26,5,Sunday,P1605,Laptop,37892,38326,150,676,Regular,0.122,0,0.0,0.3,5683800,39786.6
2025-01-26,6,Sunday,P1606,Camera,7009,6564,81,464,Price_Sensitive,0.208,0,0.0,0.162,567729,7009.0
2025-01-26,7,Sunday,P1607,Laptop,2962,2845,172,79,Regular,0.173,0,0.0,0.344,509464,2962.0
2025-01-26,8,Sunday,P1608,Laptop,23053,25068,483,551,Regular,0.049,0,0.0,0.966,11134599,25127.77
2025-01-26,9,Sunday,P1609,Mobile,10103,10228,23,481,Premium,0.064,0,0.0,0.046,232369,10608.15
2025-01-26,10,Sunday,P1610,Camera,24542,22303,428,356,Price_Sensitive,0.095,0,0.0,0.856,10503976,25523.68
2025-01-26,11,Sunday,P1611,Mobile,45987,41818,417,336,Premium,0.1,0,0.0,0.834,19176579,47826.48
2025-01-26,12,Sunday,P1612,Laptop,35670,34634,150,985,Regular,0.139,0,0.0,0.3,5350500,34599.9
2025-01-26,13,Sunday,P1613,Headphones,34075,31736,229,931,Regular,0.048,0,0.0,0.458,7803175,33052.75
2025-01-26,14,Sunday,P1614,Smartwatch,5813,5879,255,155,New_Visitor,0.242,0,0.0,0.51,1482315,6103.65
2025-01-26,15,Sunday,P1615,Smartwatch,36843,36582,112,144,Premium,0.079,0,0.0,0.224,4126416,36843.0
2025-01-26,16,Sunday,P1616,Mobile,32101,33240,230,442,New_Visitor,0.117,1,19.74,0.46,7383230,33706.05
2025-01-26,17,Sunday,P1617,Mobile,33264,32806,13,112,Price_Sensitive,0.13,0,0.0,0.026,432432,33264.0
2025-01-26,18,Sunday,P1618,Mobile,5052,4858,221,25,New_Visitor,0.222,0,0.0,0.442,1116492,5052.0
2025-01-26,19,Sunday,P1619,Mobile,4222,4401,105,407,Price_Sensitive,0.105,1,10.37,0.21,443310,4433.1
2025-01-26,20,Sunday,P1620,Camera,40969,37956,159,899,Price_Sensitive,0.074,1,0.77,0.318,6514071,39739.93
2025-01-26,21,Sunday,P1621,Headphones,2623,2706,234,549,Premium,0.083,0,0.0,0.468,613782,2754.15
2025-01-26,22,Sunday,P1622,Mobile,17008,16064,56,903,New_Visitor,0.23,1,3.92,0.112,952448,16497.76
2025-01-26,23,Sunday,P1623,Laptop,2109,2276,323,625,Price_Sensitive,0.203,0,0.0,0.646,681207,2298.81
2025-01-27,0,Monday,P1624,Camera,8807,8517,275,118,Price_Sensitive,0.016,1,29.24,0.55,2421925,8807.0
2025-01-27,1,Monday,P1625,Laptop,3441,3694,341,140,Regular,0.232,0,0.0,0.682,1173381,3750.69
2025-01-27,2,Monday,P1626,Laptop,8878,9025,271,972,New_Visitor,0.085,0,0.0,0.542,2405938,9055.56
2025-01-27,3,Monday,P1627,Mobile,16959,16498,397,777,Regular,0.025,0,0.0,0.794,6732723,17128.59
2025-01-27,4,Monday,P1628,Headphones,18943,18603,52,36,Price_Sensitive,0.064,0,0.0,0.104,985036,18943.0
2025-01-27,5,Monday,P1629,Smartwatch,25595,27798,217,823,New_Visitor,0.022,0,0.0,0.434,5554115,26106.9
2025-01-27,6,Monday,P1630,Smartwatch,28810,27145,467,90,Premium,0.219,1,21.83,0.934,13454270,29962.4
2025-01-27,7,Monday,P1631,Headphones,16290,16387,284,480,Regular,0.06,0,0.0,0.568,4626360,17104.5
2025-01-27,8,Monday,P1632,Headphones,25360,23580,335,850,New_Visitor,0.108,0,0.0,0.67,8495600,25613.6
2025-01-27,9,Monday,P1633,Mobile,40376,43019,39,64,Price_Sensitive,0.177,0,0.0,0.078,1574664,42394.8
2025-01-27,10,Monday,P1634,Smartwatch,35849,34682,376,951,Premium,0.065,0,0.0,0.752,13479224,36207.49
2025-01-27,11,Monday,P1635,Headphones,23266,24617,157,28,New_Visitor,0.208,0,0.0,0.314,3652762,24429.3
2025-01-27,12,Monday,P1636,Headphones,23665,23831,287,973,New_Visitor,0.075,0,0.0,0.574,6791855,24138.3
2025-01-27,13,Monday,P1637,Mobile,40060,37305,144,599,Price_Sensitive,0.051,0,0.0,0.288,5768640,40060.0
2025-01-27,14,Monday,P1638,Camera,11180,11195,424,358,Price_Sensitive,0.122,0,0.0,0.848,4740320,12186.2
2025-01-27,15,Monday,P1639,Headphones,1661,1636,325,804,New_Visitor,0.214,0,0.0,0.65,539825,1677.61
2025-01-27,16,Monday,P1640,Smartwatch,3678,3515,404,906,Premium,0.197,0,0.0,0.808,1485912,3714.78
2025-01-27,17,Monday,P1641,Mobile,35922,35713,468,367,New_Visitor,0.081,0,0.0,0.936,16811496,37358.88
2025-01-27,18,Monday,P1642,Mobile,23738,22565,289,791,New_Visitor,0.025,0,0.0,0.578,6860282,23025.86
2025-01-27,19,Monday,P1643,Mobile,46750,51086,204,31,Price_Sensitive,0.172,0,0.0,0.408,9537000,49087.5
2025-01-27,20,Monday,P1644,Mobile,24868,25775,325,713,Regular,0.101,0,0.0,0.65,8082100,26360.08
2025-01-27,21,Monday,P1645,Smartwatch,5373,5579,305,756,Premium,0.169,0,0.0,0.61,1638765,5695.38
2025-01-27,22,Monday,P1646,Smartwatch,18153,16813,31,204,New_Visitor,0.178,0,0.0,0.062,562743,18153.0
2025-01-27,23,Monday,P1647,Mobile,48787,48577,331,31,New_Visitor,0.04,0,0.0,0.662,16148497,50738.48
2025-01-28,0,Tuesday,P1648,Mobile,43347,46006,185,807,Price_Sensitive,0.162,0,0.0,0.37,8019195,44213.94
2025-01-28,1,Tuesday,P1649,Headphones,49303,46094,420,405,Price_Sensitive,0.203,0,0.0,0.84,20707260,51275.12
2025-01-28,2,Tuesday,P1650,Headphones,27736,28162,134,890,New_Visitor,0.097,0,0.0,0.268,3716624,28290.72
2025-01-28,3,Tuesday,P1651,Smartwatch,24709,22868,171,147,Regular,0.108,0,0.0,0.342,4225239,24709.0
2025-01-28,4,Tuesday,P1652,Headphones,14231,14876,136,867,Premium,0.226,1,20.29,0.272,1935416,14515.62
2025-01-28,5,Tuesday,P1653,Headphones,8197,8330,160,499,Premium,0.075,0,0.0,0.32,1311520,8606.85
2025-01-28,6,Tuesday,P1654,Headphones,11400,11704,471,762,Price_Sensitive,0.02,0,0.0,0.942,5369400,12084.0
2025-01-28,7,Tuesday,P1655,Laptop,7648,8163,326,730,Regular,0.042,0,0.0,0.652,2493248,8106.88
2025-01-28,8,Tuesday,P1656,Laptop,30505,33057,107,792,Premium,0.225,0,0.0,0.214,3264035,31115.1
2025-01-28,9,Tuesday,P1657,Camera,2753,2542,362,264,Price_Sensitive,0.087,0,0.0,0.724,996586,2863.12
2025-01-28,10,Tuesday,P1658,Smartwatch,23278,24784,142,220,Premium,0.03,0,0.0,0.284,3305476,24441.9
2025-01-28,11,Tuesday,P1659,Mobile,14752,16194,228,620,New_Visitor,0.033,0,0.0,0.456,3363456,15489.6
2025-01-28,12,Tuesday,P1660,Camera,47514,52145,353,990,Premium,0.031,0,0.0,0.706,16772442,50364.84
2025-01-28,13,Tuesday,P1661,Headphones,35254,37457,67,456,Price_Sensitive,0.086,0,0.0,0.134,2362018,37016.7
2025-01-28,14,Tuesday,P1662,Headphones,7993,8140,121,966,Premium,0.162,0,0.0,0.242,967153,8152.86
2025-01-28,15,Tuesday,P1663,Camera,40799,42377,118,295,Premium,0.203,0,0.0,0.236,4814282,42838.95
2025-01-28,16,Tuesday,P1664,Camera,40537,37233,180,672,Premium,0.016,0,0.0,0.36,7296660,40537.0
2025-01-28,17,Tuesday,P1665,Headphones,19042,19487,351,62,Price_Sensitive,0.064,0,0.0,0.702,6683742,20755.78
2025-01-28,18,Tuesday,P1666,Mobile,23654,23552,308,96,New_Visitor,0.195,0,0.0,0.616,7285432,24600.16
2025-01-28,19,Tuesday,P1667,Camera,5375,5347,448,993,Price_Sensitive,0.163,1,1.25,0.896,2408000,5428.75
2025-01-28,20,Tuesday,P1668,Camera,42931,42065,381,761,Premium,0.157,1,24.3,0.762,16356711,43360.31
2025-01-28,21,Tuesday,P1669,Camera,31271,32710,385,282,Price_Sensitive,0.228,1,21.01,0.77,12039335,34085.39
2025-01-28,22,Tuesday,P1670,Headphones,41374,45027,430,65,Premium,0.086,0,0.0,0.86,17790820,45097.66
